step,generated_token,layer,head,image_attention,text_attention,image_attention_pct,text_attention_pct
0,A,5,7,0.412109375,0.16015625,72.01365187713311,27.986348122866893
0,A,6,0,0.87109375,0.01312255859375,98.51591081659419,1.484089183405812
0,A,6,1,0.375,0.171875,68.57142857142857,31.428571428571427
0,A,6,2,0.64453125,0.0286865234375,95.7388939256573,4.2611060743427025
0,A,6,3,0.05224609375,0.0223388671875,70.04909983633388,29.950900163666123
0,A,6,4,0.10107421875,0.10595703125,48.82075471698113,51.17924528301887
0,A,6,5,0.4375,0.0247802734375,94.63955637707949,5.360443622920517
0,A,6,6,0.9609375,0.0174560546875,98.21584529008109,1.7841547099189021
0,A,6,7,0.2060546875,0.25,45.182012847965744,54.81798715203426
0,A,7,0,0.146484375,0.078125,65.21739130434783,34.78260869565217
0,A,7,1,0.421875,0.04345703125,90.6610703043022,9.338929695697797
0,A,7,2,0.392578125,0.1259765625,75.70621468926554,24.293785310734464
0,A,7,3,0.458984375,0.033203125,93.25396825396825,6.746031746031746
0,A,7,4,0.90234375,0.049072265625,94.84218629715166,5.157813702848345
0,A,7,5,0.1728515625,0.1953125,46.94960212201592,53.05039787798409
0,A,7,6,0.00860595703125,0.00860595703125,50.0,50.0
0,A,7,7,0.126953125,0.060302734375,67.79661016949152,32.20338983050847
0,A,8,0,0.90234375,0.005584716796875,99.38489462539074,0.6151053746092568
0,A,8,1,0.8046875,0.00135040283203125,99.83246410283108,0.1675358971689273
0,A,8,2,0.07373046875,0.0186767578125,79.7886393659181,20.211360634081903
0,A,8,3,0.890625,0.004852294921875,99.45813311522339,0.5418668847766077
0,A,8,4,0.8359375,0.02197265625,97.43881616391576,2.5611838360842345
0,A,8,5,0.97265625,0.007080078125,99.27734861699477,0.722651383005233
0,A,8,6,0.054931640625,0.0098876953125,84.7457627118644,15.254237288135593
0,A,8,7,0.416015625,0.0172119140625,96.02704987320372,3.9729501267962806
0,A,9,0,0.490234375,0.0859375,85.08474576271186,14.915254237288137
0,A,9,1,0.1767578125,0.056640625,75.73221757322176,24.267782426778243
0,A,9,2,0.6015625,0.064453125,90.32258064516128,9.67741935483871
0,A,9,3,0.84765625,0.0294189453125,96.64578983994433,3.3542101600556715
0,A,9,4,0.2119140625,0.2431640625,46.56652360515021,53.43347639484979
0,A,9,5,0.03515625,0.0089111328125,79.77839335180056,20.221606648199447
0,A,9,6,0.6953125,0.00994873046875,98.5893552574643,1.410644742535699
0,A,9,7,0.953125,0.00970458984375,98.99207606973059,1.0079239302694136
0,A,10,0,0.30859375,0.033203125,90.28571428571428,9.714285714285714
0,A,10,1,0.8359375,0.00946044921875,98.88094722402715,1.119052775972854
0,A,10,2,0.69140625,0.0791015625,89.73384030418251,10.26615969581749
0,A,10,3,0.7890625,0.046630859375,94.4200993280748,5.579900671925212
0,A,10,4,0.85546875,0.00159454345703125,99.81395266029892,0.186047339701078
0,A,10,5,0.546875,0.0003662109375,99.93308052643319,0.06691947356680794
0,A,10,6,0.796875,0.044677734375,94.69103568320278,5.308964316797215
0,A,10,7,0.8203125,0.006683349609375,99.19185209786339,0.8081479021366103
0,A,11,0,0.392578125,0.138671875,73.89705882352942,26.10294117647059
0,A,11,1,0.296875,0.041015625,87.86127167630057,12.138728323699421
0,A,11,2,0.1953125,0.00360107421875,98.1896287204664,1.8103712795335993
0,A,11,3,0.890625,0.0021209716796875,99.76242159057891,0.2375784094210949
0,A,11,4,0.9375,0.0123291015625,98.70196632823544,1.2980336717645546
0,A,11,5,0.208984375,0.045654296875,82.07094918504313,17.929050814956852
0,A,11,6,0.95703125,0.00016880035400390625,99.98236519587087,0.01763480412913459
0,A,11,7,0.51953125,0.0089111328125,98.31369831369831,1.6863016863016864
0,A,12,0,0.84375,0.0133056640625,98.44751459905996,1.552485400940037
0,A,12,1,0.37109375,0.0035552978515625,99.05103246039181,0.9489675396081945
0,A,12,2,0.91796875,0.005126953125,99.44459137794234,0.5554086220576567
0,A,12,3,0.734375,0.003875732421875,99.47501136786408,0.5249886321359183
0,A,12,4,0.52734375,0.010498046875,98.04811620517476,1.9518837948252383
0,A,12,5,0.71484375,0.0147705078125,97.97557302994814,2.0244269700518656
0,A,12,6,0.9375,0.005126953125,99.45609945609945,0.5439005439005439
0,A,12,7,0.61328125,0.0291748046875,95.45886376591298,4.5411362340870225
0,A,13,0,0.68359375,0.1708984375,80.0,20.0
0,A,13,1,0.84765625,0.008056640625,99.05848787446504,0.94151212553495
0,A,13,2,0.76953125,0.005401611328125,99.30295750797464,0.6970424920253613
0,A,13,3,0.23046875,0.0062255859375,97.36977823620423,2.630221763795771
0,A,13,4,0.2080078125,0.1201171875,63.39285714285714,36.607142857142854
0,A,13,5,0.1806640625,0.0791015625,69.54887218045113,30.451127819548873
0,A,13,6,0.2197265625,0.0263671875,89.28571428571429,10.714285714285714
0,A,13,7,0.5625,0.01397705078125,97.57543673901536,2.4245632609846477
0,A,14,0,0.064453125,0.003265380859375,95.17800811176205,4.821991888237945
0,A,14,1,0.11181640625,0.0123291015625,90.06882989183875,9.931170108161258
0,A,14,2,0.56640625,0.006988525390625,98.78120176699132,1.2187982330086753
0,A,14,3,0.2470703125,0.00628662109375,97.51867019995181,2.481329800048181
0,A,14,4,0.98046875,0.00037384033203125,99.96188579740357,0.03811420259643283
0,A,14,5,0.98046875,0.0027618408203125,99.71910548287475,0.28089451712525415
0,A,14,6,0.8046875,0.01055908203125,98.7047989818073,1.2952010181927078
0,A,14,7,0.5,0.004150390625,99.17675544794189,0.8232445520581114
0,A,15,0,0.17578125,0.010498046875,94.36435124508519,5.6356487549148095
0,A,15,1,0.267578125,0.00726318359375,97.35731734399289,2.642682656007106
0,A,15,2,0.048828125,0.0086669921875,84.92569002123143,15.074309978768577
0,A,15,3,0.5078125,0.0206298828125,96.09609609609609,3.903903903903904
0,A,15,4,0.09912109375,0.01708984375,85.29411764705883,14.705882352941178
0,A,15,5,0.310546875,0.03857421875,88.95104895104895,11.048951048951048
0,A,15,6,0.96875,0.0023651123046875,99.75645396980029,0.24354603019970775
0,A,15,7,0.41015625,0.0096435546875,97.70282058738006,2.297179412619948
0,A,16,0,0.034912109375,0.00390625,89.937106918239,10.062893081761008
0,A,16,1,0.470703125,0.00750732421875,98.4301212507977,1.5698787492022974
0,A,16,2,0.7578125,0.0306396484375,96.11394952779068,3.88605047220932
0,A,16,3,0.26171875,0.019287109375,93.13640312771503,6.86359687228497
0,A,16,4,0.388671875,0.005096435546875,98.70572735022863,1.294272649771371
0,A,16,5,0.69140625,0.004425048828125,99.36406297969387,0.635937020306127
0,A,16,6,0.451171875,0.00677490234375,98.52059176329469,1.4794082367053178
0,A,16,7,0.203125,0.00567626953125,97.28149663840982,2.7185033615901784
0,A,17,0,0.0262451171875,0.00128936767578125,95.31726239955667,4.682737600443336
0,A,17,1,0.091796875,0.00144195556640625,98.45348171180754,1.5465182881924557
0,A,17,2,0.16015625,0.006072998046875,96.34661281439324,3.653387185606756
0,A,17,3,0.07763671875,0.00360107421875,95.56724267468068,4.432757325319309
0,A,17,4,0.1728515625,0.00732421875,95.9349593495935,4.0650406504065035
0,A,17,5,0.0546875,0.0037841796875,93.52818371607515,6.471816283924843
0,A,17,6,0.93359375,0.00579833984375,99.38275615619519,0.617243843804821
0,A,17,7,0.061279296875,0.01104736328125,84.72573839662448,15.274261603375528
0,A,18,0,0.01025390625,0.002899169921875,77.9582366589327,22.041763341067284
0,A,18,1,0.06689453125,0.00250244140625,96.39401934916447,3.6059806508355323
0,A,18,2,0.032470703125,0.0003204345703125,99.0228013029316,0.9771986970684038
0,A,18,3,0.11865234375,0.0007476806640625,99.3738019169329,0.6261980830670927
0,A,18,4,0.8359375,0.017333984375,97.96852646638055,2.0314735336194563
0,A,18,5,0.328125,0.0030517578125,99.07851087357169,0.921489126428308
0,A,18,6,0.314453125,0.00958251953125,97.04275758146544,2.957242418534564
0,A,18,7,0.671875,0.00885009765625,98.6999013718282,1.3000986281717923
0,A,19,0,0.0732421875,0.00689697265625,91.3937547600914,8.606245239908606
0,A,19,1,0.14453125,0.003692626953125,97.5087502573605,2.4912497426394893
0,A,19,2,0.0869140625,0.006103515625,93.43832020997375,6.561679790026247
0,A,19,3,0.2001953125,0.0155029296875,92.81267685342388,7.187323146576118
0,A,19,4,0.703125,0.0255126953125,96.49857597587535,3.501424024124644
0,A,19,5,0.322265625,0.158203125,67.07317073170732,32.926829268292686
0,A,19,6,0.0103759765625,0.000347137451171875,96.7627178939879,3.237282106012095
0,A,19,7,0.037109375,0.001617431640625,95.82348305752562,4.176516942474389
0,A,20,0,0.380859375,0.005615234375,98.547062539482,1.4529374605180037
0,A,20,1,0.0673828125,0.0042724609375,94.03747870528109,5.9625212947189095
0,A,20,2,0.7734375,0.03955078125,95.13513513513514,4.864864864864865
0,A,20,3,0.294921875,0.022705078125,92.85165257494235,7.148347425057648
0,A,20,4,0.1865234375,0.05859375,76.09561752988047,23.904382470119522
0,A,20,5,0.212890625,0.049560546875,81.11627906976744,18.88372093023256
0,A,20,6,0.3671875,0.016357421875,95.73520050922978,4.26479949077021
0,A,20,7,0.197265625,0.01312255859375,93.76269219611257,6.237307803887438
0,A,21,0,0.12158203125,0.003570556640625,97.14703730797366,2.852962692026335
0,A,21,1,0.18359375,0.0040283203125,97.85296031229667,2.147039687703318
0,A,21,2,0.08447265625,0.039794921875,67.97642436149313,32.02357563850688
0,A,21,3,0.1455078125,0.0238037109375,85.9408795962509,14.059120403749098
0,A,21,4,0.2080078125,0.0238037109375,89.73143759873618,10.268562401263823
0,A,21,5,0.63671875,0.005096435546875,99.20593409728497,0.7940659027150397
0,A,21,6,0.1005859375,0.05908203125,62.99694189602446,37.00305810397553
0,A,21,7,0.75390625,0.027099609375,96.53016567677399,3.469834323226008
0,A,22,0,0.2099609375,0.00909423828125,95.84842574533296,4.151574254667039
0,A,22,1,0.208984375,0.01806640625,92.04301075268818,7.956989247311828
0,A,22,2,0.216796875,0.013671875,94.0677966101695,5.932203389830509
0,A,22,3,0.19140625,0.029296875,86.72566371681415,13.274336283185843
0,A,22,4,0.248046875,0.007110595703125,97.21325200334888,2.7867479966511186
0,A,22,5,0.486328125,0.017822265625,96.46489104116223,3.5351089588377724
0,A,22,6,0.1552734375,0.012939453125,92.3076923076923,7.6923076923076925
0,A,22,7,0.11376953125,0.00946044921875,92.32293214462605,7.677067855373948
0,A,23,0,0.283203125,0.03564453125,88.8208269525268,11.179173047473201
0,A,23,1,0.75390625,0.02880859375,96.31940112289458,3.680598877105427
0,A,23,2,0.17578125,0.006103515625,96.64429530201343,3.3557046979865772
0,A,23,3,0.2265625,0.0157470703125,93.50125944584383,6.498740554156171
0,A,23,4,0.34765625,0.037841796875,90.18366054464852,9.816339455351489
0,A,23,5,0.625,0.0179443359375,97.20903740269603,2.790962597303968
0,A,23,6,0.103515625,0.072265625,58.88888888888889,41.11111111111111
0,A,23,7,0.1455078125,0.020263671875,87.77614138438881,12.223858615611192
0,A,24,0,0.1259765625,0.16796875,42.857142857142854,57.14285714285714
0,A,24,1,0.0693359375,0.02001953125,77.59562841530054,22.404371584699454
0,A,24,2,0.5234375,0.05224609375,90.9245122985581,9.0754877014419
0,A,24,3,0.177734375,0.0224609375,88.78048780487805,11.219512195121952
0,A,24,4,0.46875,0.05029296875,90.31044214487301,9.689557855127
0,A,24,5,0.072265625,0.0206298828125,77.79237844940867,22.207621550591327
0,A,24,6,0.06640625,0.02294921875,74.31693989071039,25.683060109289617
0,A,24,7,0.0673828125,0.0238037109375,73.89558232931726,26.104417670682732
0,A,25,0,0.431640625,0.0791015625,84.51242829827916,15.487571701720842
0,A,25,1,0.5234375,0.023681640625,95.67157518964748,4.328424810352521
0,A,25,2,0.435546875,0.0098876953125,97.78021375719376,2.2197862428062485
0,A,25,3,0.578125,0.00518798828125,99.11059956053154,0.8894004394684525
0,A,25,4,0.40234375,0.048095703125,89.32249322493226,10.677506775067751
0,A,25,5,0.326171875,0.0732421875,81.66259168704157,18.337408312958438
0,A,25,6,0.72265625,0.08154296875,89.86035215543411,10.139647844565877
0,A,25,7,0.82421875,0.09716796875,89.45416004239533,10.545839957604663
1, virtual,0,0,0.000789642333984375,0.0120849609375,6.133333333333333,93.86666666666666
1, virtual,0,1,0.047119140625,0.02099609375,69.17562724014337,30.824372759856633
1, virtual,0,2,0.0262451171875,0.016357421875,61.60458452722063,38.39541547277937
1, virtual,0,3,0.55859375,0.220703125,71.67919799498746,28.32080200501253
1, virtual,0,4,0.0267333984375,0.248046875,9.72900932918703,90.27099067081296
1, virtual,0,5,0.0245361328125,0.064453125,27.572016460905353,72.42798353909465
1, virtual,0,6,0.1181640625,0.56640625,17.261055634807416,82.73894436519258
1, virtual,0,7,0.0361328125,0.142578125,20.21857923497268,79.78142076502732
1, virtual,1,0,0.09375,0.447265625,17.328519855595665,82.67148014440433
1, virtual,1,1,0.043701171875,0.51953125,7.75899436497616,92.24100563502384
1, virtual,1,2,0.01434326171875,0.0186767578125,43.438077634011094,56.56192236598891
1, virtual,1,3,0.0147705078125,0.055908203125,20.898100172711572,79.10189982728842
1, virtual,1,4,0.1064453125,0.004241943359375,96.16763165150262,3.832368348497381
1, virtual,1,5,0.021240234375,0.004364013671875,82.95589988081049,17.044100119189512
1, virtual,1,6,0.6328125,0.15625,80.19801980198021,19.801980198019802
1, virtual,1,7,0.046142578125,0.027099609375,63.0,37.0
1, virtual,2,0,0.0286865234375,0.3046875,8.604906627608933,91.39509337239107
1, virtual,2,1,0.0166015625,0.0208740234375,44.299674267100976,55.700325732899024
1, virtual,2,2,0.134765625,0.5390625,20.0,80.0
1, virtual,2,3,0.061767578125,0.09326171875,39.84251968503937,60.15748031496063
1, virtual,2,4,0.01904296875,0.0322265625,37.142857142857146,62.857142857142854
1, virtual,2,5,0.00193023681640625,0.00139617919921875,58.02752293577982,41.97247706422018
1, virtual,2,6,0.0130615234375,0.0869140625,13.064713064713066,86.93528693528694
1, virtual,2,7,0.0517578125,0.494140625,9.481216457960643,90.51878354203936
1, virtual,3,0,0.0546875,0.3984375,12.068965517241379,87.93103448275862
1, virtual,3,1,0.051025390625,0.36328125,12.315851502651737,87.68414849734826
1, virtual,3,2,0.00982666015625,0.008056640625,54.94880546075085,45.051194539249146
1, virtual,3,3,0.039306640625,0.2080078125,15.893385982230997,84.106614017769
1, virtual,3,4,0.412109375,0.1787109375,69.75206611570248,30.247933884297524
1, virtual,3,5,0.012939453125,0.0216064453125,37.455830388692576,62.544169611307424
1, virtual,3,6,0.015380859375,0.09423828125,14.03118040089087,85.96881959910914
1, virtual,3,7,0.00592041015625,0.05419921875,9.847715736040609,90.15228426395939
1, virtual,4,0,0.06201171875,0.061767578125,50.09861932938856,49.90138067061144
1, virtual,4,1,0.04248046875,0.12255859375,25.7396449704142,74.2603550295858
1, virtual,4,2,0.040283203125,0.181640625,18.151815181518153,81.84818481848185
1, virtual,4,3,0.020263671875,0.236328125,7.897240723120837,92.10275927687917
1, virtual,4,4,0.07958984375,0.03955078125,66.80327868852459,33.19672131147541
1, virtual,4,5,0.01251220703125,0.0157470703125,44.27645788336933,55.72354211663067
1, virtual,4,6,0.35546875,0.10986328125,76.3903462749213,23.6096537250787
1, virtual,4,7,0.061279296875,0.328125,15.73667711598746,84.26332288401254
1, virtual,5,0,0.033935546875,0.07763671875,30.41575492341357,69.58424507658644
1, virtual,5,1,0.06396484375,0.103515625,38.19241982507289,61.80758017492711
1, virtual,5,2,0.5859375,0.0712890625,89.15304606240714,10.846953937592868
1, virtual,5,3,0.1796875,0.259765625,40.88888888888889,59.111111111111114
1, virtual,5,4,0.00927734375,0.0024261474609375,79.26988265971316,20.73011734028683
1, virtual,5,5,0.09130859375,0.146484375,38.398357289527716,61.601642710472284
1, virtual,5,6,0.384765625,0.134765625,74.06015037593986,25.93984962406015
1, virtual,5,7,0.08203125,0.2294921875,26.332288401253916,73.66771159874608
1, virtual,6,0,0.049072265625,0.09033203125,35.20140105078809,64.79859894921191
1, virtual,6,1,0.18359375,0.138671875,56.96969696969697,43.03030303030303
1, virtual,6,2,0.123046875,0.0208740234375,85.49618320610686,14.50381679389313
1, virtual,6,3,0.036865234375,0.0023651123046875,93.97121742512641,6.02878257487359
1, virtual,6,4,0.115234375,0.016357421875,87.569573283859,12.430426716141001
1, virtual,6,5,0.2421875,0.140625,63.26530612244898,36.734693877551024
1, virtual,6,6,0.04931640625,0.197265625,20.0,80.0
1, virtual,6,7,0.0203857421875,0.13671875,12.975912975912976,87.02408702408702
1, virtual,7,0,0.2060546875,0.2255859375,47.737556561085974,52.26244343891403
1, virtual,7,1,0.53125,0.16015625,76.8361581920904,23.163841807909606
1, virtual,7,2,0.435546875,0.15234375,74.08637873754152,25.91362126245847
1, virtual,7,3,0.216796875,0.064453125,77.08333333333334,22.916666666666664
1, virtual,7,4,0.0264892578125,0.002593994140625,91.08079748163694,8.919202518363065
1, virtual,7,5,0.1298828125,0.3984375,24.58410351201479,75.41589648798521
1, virtual,7,6,0.0020599365234375,0.002227783203125,48.04270462633452,51.95729537366548
1, virtual,7,7,0.0228271484375,0.14453125,13.63967906637491,86.36032093362509
1, virtual,8,0,0.52734375,0.0294189453125,94.71607103705327,5.283928962946722
1, virtual,8,1,0.58203125,0.0003833770751953125,99.934174545526,0.06582545447400222
1, virtual,8,2,0.08740234375,0.023681640625,78.68131868131869,21.318681318681318
1, virtual,8,3,0.6328125,0.01287841796875,98.00548255978826,1.99451744021174
1, virtual,8,4,0.373046875,0.1787109375,67.61061946902655,32.38938053097345
1, virtual,8,5,0.259765625,0.031005859375,89.33669185558354,10.663308144416456
1, virtual,8,6,0.7109375,0.01092529296875,98.48651390885263,1.5134860911473746
1, virtual,8,7,0.169921875,0.0264892578125,86.5133623368552,13.48663766314481
1, virtual,9,0,0.10205078125,0.162109375,38.632162661737524,61.367837338262476
1, virtual,9,1,0.28515625,0.0712890625,80.0,20.0
1, virtual,9,2,0.78515625,0.044677734375,94.61606354810237,5.3839364518976165
1, virtual,9,3,0.546875,0.1982421875,73.39449541284404,26.605504587155966
1, virtual,9,4,0.10400390625,0.171875,37.69911504424779,62.30088495575221
1, virtual,9,5,0.52734375,0.11572265625,82.00455580865604,17.995444191343964
1, virtual,9,6,0.26171875,0.328125,44.370860927152314,55.62913907284768
1, virtual,9,7,0.625,0.166015625,79.01234567901234,20.98765432098765
1, virtual,10,0,0.15234375,0.1142578125,57.14285714285714,42.857142857142854
1, virtual,10,1,0.3125,0.0634765625,83.11688311688312,16.883116883116884
1, virtual,10,2,0.1865234375,0.0947265625,66.31944444444444,33.68055555555556
1, virtual,10,3,0.353515625,0.12890625,73.27935222672065,26.720647773279353
1, virtual,10,4,0.470703125,0.103515625,81.97278911564626,18.027210884353742
1, virtual,10,5,0.5078125,8.344650268554688e-05,99.98357015777343,0.01642984222657222
1, virtual,10,6,0.11376953125,0.26171875,30.299089726918076,69.70091027308193
1, virtual,10,7,0.0576171875,0.01904296875,75.15923566878982,24.840764331210192
1, virtual,11,0,0.142578125,0.248046875,36.5,63.5
1, virtual,11,1,0.36328125,0.06884765625,84.06779661016948,15.932203389830507
1, virtual,11,2,0.040771484375,0.193359375,17.413972888425445,82.58602711157455
1, virtual,11,3,0.515625,0.0228271484375,95.76059850374065,4.239401496259352
1, virtual,11,4,0.275390625,0.07666015625,78.2246879334258,21.7753120665742
1, virtual,11,5,0.390625,0.046630859375,89.3355667225014,10.664433277498604
1, virtual,11,6,0.78125,0.0015869140625,99.79728676126618,0.20271323873382194
1, virtual,11,7,0.5859375,0.1357421875,81.19079837618403,18.80920162381597
1, virtual,12,0,0.8671875,0.0291748046875,96.74519950973716,3.254800490262835
1, virtual,12,1,0.73828125,0.00482177734375,99.3511293634497,0.6488706365503081
1, virtual,12,2,0.59765625,0.01708984375,97.22001588562351,2.779984114376489
1, virtual,12,3,0.93359375,0.007080078125,99.24733973527123,0.7526602647287828
1, virtual,12,4,0.66015625,0.02734375,96.02272727272727,3.977272727272727
1, virtual,12,5,0.40234375,0.041015625,90.7488986784141,9.251101321585903
1, virtual,12,6,0.10302734375,0.0089111328125,92.0392584514722,7.960741548527809
1, virtual,12,7,0.1064453125,0.2265625,31.964809384164223,68.03519061583577
1, virtual,13,0,0.150390625,0.142578125,51.33333333333333,48.66666666666667
1, virtual,13,1,0.267578125,0.07763671875,77.5106082036775,22.48939179632249
1, virtual,13,2,0.640625,0.05078125,92.65536723163842,7.344632768361582
1, virtual,13,3,0.5078125,0.224609375,69.33333333333334,30.666666666666664
1, virtual,13,4,0.09716796875,0.1796875,35.09700176366843,64.90299823633157
1, virtual,13,5,0.1328125,0.1025390625,56.43153526970954,43.56846473029046
1, virtual,13,6,0.34765625,0.146484375,70.35573122529645,29.64426877470356
1, virtual,13,7,0.3203125,0.1357421875,70.2355460385439,29.764453961456105
1, virtual,14,0,0.047119140625,0.0019683837890625,95.99005284426484,4.009947155735158
1, virtual,14,1,0.11474609375,0.0020599365234375,98.23644676681907,1.7635532331809274
1, virtual,14,2,0.75390625,0.029541015625,96.2293549392334,3.770645060766594
1, virtual,14,3,0.3984375,0.01434326171875,96.5252107053083,3.4747892946917047
1, virtual,14,4,0.9609375,0.00750732421875,99.2248062015504,0.7751937984496124
1, virtual,14,5,0.61328125,0.0098876953125,98.41332027424095,1.5866797257590597
1, virtual,14,6,0.578125,0.068359375,89.42598187311178,10.574018126888216
1, virtual,14,7,0.365234375,0.2001953125,64.59412780656304,35.40587219343696
1, virtual,15,0,0.1435546875,0.00567626953125,96.1963190184049,3.8036809815950923
1, virtual,15,1,0.294921875,0.0198974609375,93.67972082202404,6.3202791779759595
1, virtual,15,2,0.28515625,0.050048828125,85.06919155134742,14.930808448652586
1, virtual,15,3,0.130859375,0.09716796875,57.38758029978587,42.61241970021413
1, virtual,15,4,0.03515625,0.0213623046875,62.20302375809935,37.79697624190065
1, virtual,15,5,0.66796875,0.10888671875,85.98365807668134,14.016341923318668
1, virtual,15,6,0.1455078125,0.000835418701171875,99.42913745014728,0.5708625498527227
1, virtual,15,7,0.55859375,0.06640625,89.375,10.625
1, virtual,16,0,0.80859375,0.05029296875,94.14440022740193,5.855599772598067
1, virtual,16,1,0.83984375,0.01153564453125,98.64506416230554,1.3549358376944585
1, virtual,16,2,0.484375,0.0498046875,90.6764168190128,9.323583180987203
1, virtual,16,3,0.40625,0.057373046875,87.62506582411795,12.374934175882043
1, virtual,16,4,0.81640625,0.0208740234375,97.50692520775624,2.4930747922437675
1, virtual,16,5,0.67578125,0.056884765625,92.23592135954681,7.7640786404531825
1, virtual,16,6,0.765625,0.0089111328125,98.849487785658,1.1505122143420015
1, virtual,16,7,0.94921875,0.00579833984375,99.39285486035662,0.6071451396433821
1, virtual,17,0,0.255859375,0.007110595703125,97.29604270627829,2.7039572937217127
1, virtual,17,1,0.1533203125,0.0167236328125,90.1651112706389,9.83488872936109
1, virtual,17,2,0.1455078125,0.023681640625,86.002886002886,13.997113997113997
1, virtual,17,3,0.83203125,0.0033111572265625,99.60361676865467,0.3963832313453284
1, virtual,17,4,0.83203125,0.0123291015625,98.53982940581176,1.460170594188232
1, virtual,17,5,0.0654296875,0.109375,37.43016759776536,62.56983240223464
1, virtual,17,6,0.37109375,0.0164794921875,95.74803149606299,4.251968503937007
1, virtual,17,7,0.271484375,0.0252685546875,91.48498560263266,8.51501439736734
1, virtual,18,0,0.1474609375,0.0162353515625,90.0820283370619,9.917971662938106
1, virtual,18,1,0.019775390625,0.01129150390625,63.654223968565816,36.345776031434184
1, virtual,18,2,0.82421875,0.0201416015625,97.6145727916727,2.3854272083273096
1, virtual,18,3,0.85546875,0.039306640625,95.60709413369713,4.392905866302865
1, virtual,18,4,0.1865234375,0.00738525390625,96.19137551148883,3.8086244885111737
1, virtual,18,5,0.625,0.002532958984375,99.59636239848271,0.40363760151728834
1, virtual,18,6,0.6171875,0.01287841796875,97.9560205366657,2.0439794633343022
1, virtual,18,7,0.357421875,0.014404296875,96.12606697307945,3.8739330269205516
1, virtual,19,0,0.296875,0.021240234375,93.32310053722179,6.676899462778205
